stage,suite,world_index,method,backbone,expert_task,alpha,budget,found,cost,cost_ratio,oracle_cost,expansions,closed,roadmap_nodes,roadmap_edges,obstacle_count,side_len,heuristic_max,heuristic_min,heuristic_mean,heuristic_std,spearman_to_prm_oracle,heatmap_min,heatmap_max,heatmap_mean,heatmap_std,nonfinite_heuristic
c6,C_hard_maze,28,hrm,hrm,,0.0,168,1,2.0155136265710123,1.0063328469767072,2.0028300105935664,84,84,192,685,22,1.0,2.275280515002984,0.000603806052685634,0.9623185222053016,0.6005557179078657,0.9700021023790795,0.0004799726593773812,1.433961272239685,0.455149979410443,0.37936156468462,0
c6,C_hard_maze,29,euclidean,,,0.0,128,0,nan,nan,2.088334223761503,128,128,192,708,23,1.0,1.060074553275002,0.0,0.5415835012104385,0.24254830962890447,0.9070375444212355,0.0,1.060074553275002,0.5415835012104385,0.24254830962890447,0
c6,C_hard_maze,29,euclidean,,,0.0,144,0,nan,nan,2.088334223761503,144,144,192,708,23,1.0,1.060074553275002,0.0,0.5415835012104385,0.24254830962890447,0.9070375444212355,0.0,1.060074553275002,0.5415835012104385,0.24254830962890447,0
c6,C_hard_maze,29,euclidean,,,0.0,168,1,2.088334223761503,1.0,2.088334223761503,147,147,192,708,23,1.0,1.060074553275002,0.0,0.5415835012104385,0.24254830962890447,0.9070375444212355,0.0,1.060074553275002,0.5415835012104385,0.24254830962890447,0
c6,C_hard_maze,29,grid_oracle,,,0.0,128,1,2.088334223761503,1.0,2.088334223761503,86,86,192,708,23,1.0,2.4623933238059843,0.007681463738222735,1.032417666145194,0.595137895725306,0.9975466592518245,0.0,2.4760630848677403,1.0608521355891098,0.6214630554561286,0
c6,C_hard_maze,29,grid_oracle,,,0.0,144,1,2.088334223761503,1.0,2.088334223761503,86,86,192,708,23,1.0,2.4623933238059843,0.007681463738222735,1.032417666145194,0.595137895725306,0.9975466592518245,0.0,2.4760630848677403,1.0608521355891098,0.6214630554561286,0
c6,C_hard_maze,29,grid_oracle,,,0.0,168,1,2.088334223761503,1.0,2.088334223761503,86,86,192,708,23,1.0,2.4623933238059843,0.007681463738222735,1.032417666145194,0.595137895725306,0.9975466592518245,0.0,2.4760630848677403,1.0608521355891098,0.6214630554561286,0
c6,C_hard_maze,29,unet,unet,,0.0,128,1,2.1086914953312554,1.0097480907692473,2.088334223761503,110,110,192,708,23,1.0,2.3727343705076063,0.057252026137477666,1.0069356561518414,0.5681099224728181,0.9736405745598569,0.024944091215729713,1.4554431438446045,0.4936031036431814,0.3590432664154516,0
c6,C_hard_maze,29,unet,unet,,0.0,144,1,2.1086914953312554,1.0097480907692473,2.088334223761503,110,110,192,708,23,1.0,2.3727343705076063,0.057252026137477666,1.0069356561518414,0.5681099224728181,0.9736405745598569,0.024944091215729713,1.4554431438446045,0.4936031036431814,0.3590432664154516,0
c6,C_hard_maze,29,unet,unet,,0.0,168,1,2.1086914953312554,1.0097480907692473,2.088334223761503,110,110,192,708,23,1.0,2.3727343705076063,0.057252026137477666,1.0069356561518414,0.5681099224728181,0.9736405745598569,0.024944091215729713,1.4554431438446045,0.4936031036431814,0.3590432664154516,0
c6,C_hard_maze,29,onlstm,onlstm,,0.0,128,1,2.198196393777276,1.0526075609764656,2.088334223761503,102,102,192,708,23,1.0,2.0604269997155473,0.017783851922835762,1.0067906367689634,0.5695571197606922,0.917973306567561,0.011981780640780926,1.1337441205978394,0.47934752303490313,0.34889176960587653,0
c6,C_hard_maze,29,onlstm,onlstm,,0.0,144,1,2.198196393777276,1.0526075609764656,2.088334223761503,102,102,192,708,23,1.0,2.0604269997155473,0.017783851922835762,1.0067906367689634,0.5695571197606922,0.917973306567561,0.011981780640780926,1.1337441205978394,0.47934752303490313,0.34889176960587653,0
c6,C_hard_maze,29,onlstm,onlstm,,0.0,168,1,2.198196393777276,1.0526075609764656,2.088334223761503,102,102,192,708,23,1.0,2.0604269997155473,0.017783851922835762,1.0067906367689634,0.5695571197606922,0.917973306567561,0.011981780640780926,1.1337441205978394,0.47934752303490313,0.34889176960587653,0
c6,C_hard_maze,29,hrm,hrm,,0.0,128,1,2.124334006748744,1.0172385160275728,2.088334223761503,96,96,192,708,23,1.0,2.399085194941007,0.0007297971814658982,0.9806806794987626,0.5886477998794335,0.9640323630740854,0.0005111580830998719,1.4092124700546265,0.4603888524720503,0.3695300930387837,0
c6,C_hard_maze,29,hrm,hrm,,0.0,144,1,2.124334006748744,1.0172385160275728,2.088334223761503,96,96,192,708,23,1.0,2.399085194941007,0.0007297971814658982,0.9806806794987626,0.5886477998794335,0.9640323630740854,0.0005111580830998719,1.4092124700546265,0.4603888524720503,0.3695300930387837,0
c6,C_hard_maze,29,hrm,hrm,,0.0,168,1,2.124334006748744,1.0172385160275728,2.088334223761503,96,96,192,708,23,1.0,2.399085194941007,0.0007297971814658982,0.9806806794987626,0.5886477998794335,0.9640323630740854,0.0005111580830998719,1.4092124700546265,0.4603888524720503,0.3695300930387837,0
c6,C_hard_maze,30,euclidean,,,0.0,128,0,nan,nan,2.1345266368383444,128,128,192,687,17,1.0,1.0227546672013252,0.0,0.5859759455786638,0.24852567878948587,0.8953388221251661,0.0,1.0227546672013252,0.5859759455786638,0.24852567878948587,0
c6,C_hard_maze,30,euclidean,,,0.0,144,0,nan,nan,2.1345266368383444,144,144,192,687,17,1.0,1.0227546672013252,0.0,0.5859759455786638,0.24852567878948587,0.8953388221251661,0.0,1.0227546672013252,0.5859759455786638,0.24852567878948587,0
c6,C_hard_maze,30,euclidean,,,0.0,168,1,2.1345266368383444,1.0,2.1345266368383444,165,165,192,687,17,1.0,1.0227546672013252,0.0,0.5859759455786638,0.24852567878948587,0.8953388221251661,0.0,1.0227546672013252,0.5859759455786638,0.24852567878948587,0
c6,C_hard_maze,30,grid_oracle,,,0.0,128,0,nan,nan,2.1345266368383444,128,128,192,687,17,1.0,1.933705004005808,0.00744218434419531,1.0522413539211792,0.4803739462637174,0.987919797629059,0.0,1.9863264325160583,0.9946662955705824,0.4946047335988048,0
c6,C_hard_maze,30,grid_oracle,,,0.0,144,1,2.1345266368383444,1.0,2.1345266368383444,142,142,192,687,17,1.0,1.933705004005808,0.00744218434419531,1.0522413539211792,0.4803739462637174,0.987919797629059,0.0,1.9863264325160583,0.9946662955705824,0.4946047335988048,0
c6,C_hard_maze,30,grid_oracle,,,0.0,168,1,2.1345266368383444,1.0,2.1345266368383444,142,142,192,687,17,1.0,1.933705004005808,0.00744218434419531,1.0522413539211792,0.4803739462637174,0.987919797629059,0.0,1.9863264325160583,0.9946662955705824,0.4946047335988048,0
