provider,mode,w,budget,found,expansions,arrival,optimal_arrival,suboptimality,closed,nonfinite,suite,world_index
euclid,focal,1.1,1800,True,1168,37,37.0,1.0,1168,0,C_dyn_rooms,3
oracle,astar,,1300,True,22,37,37.0,1.0,22,0,C_dyn_rooms,3
oracle,focal,1.0,1300,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
oracle,focal,1.1,1300,True,1108,37,37.0,1.0,1108,0,C_dyn_rooms,3
oracle,astar,,1800,True,22,37,37.0,1.0,22,0,C_dyn_rooms,3
oracle,focal,1.0,1800,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
oracle,focal,1.1,1800,True,1108,37,37.0,1.0,1108,0,C_dyn_rooms,3
scalar_hrm,astar,,1300,True,176,37,37.0,1.0,176,0,C_dyn_rooms,3
scalar_hrm,focal,1.0,1300,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
scalar_hrm,focal,1.1,1300,True,1167,37,37.0,1.0,1167,0,C_dyn_rooms,3
scalar_hrm,astar,,1800,True,176,37,37.0,1.0,176,0,C_dyn_rooms,3
scalar_hrm,focal,1.0,1800,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
scalar_hrm,focal,1.1,1800,True,1167,37,37.0,1.0,1167,0,C_dyn_rooms,3
scalar_hrm_blind,astar,,1300,True,212,37,37.0,1.0,212,0,C_dyn_rooms,3
scalar_hrm_blind,focal,1.0,1300,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
scalar_hrm_blind,focal,1.1,1300,True,869,37,37.0,1.0,869,0,C_dyn_rooms,3
scalar_hrm_blind,astar,,1800,True,212,37,37.0,1.0,212,0,C_dyn_rooms,3
scalar_hrm_blind,focal,1.0,1800,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
scalar_hrm_blind,focal,1.1,1800,True,869,37,37.0,1.0,869,0,C_dyn_rooms,3
scalar_onlstm,astar,,1300,True,226,37,37.0,1.0,226,0,C_dyn_rooms,3
scalar_onlstm,focal,1.0,1300,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
scalar_onlstm,focal,1.1,1300,True,1104,37,37.0,1.0,1104,0,C_dyn_rooms,3
scalar_onlstm,astar,,1800,True,226,37,37.0,1.0,226,0,C_dyn_rooms,3
scalar_onlstm,focal,1.0,1800,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
scalar_onlstm,focal,1.1,1800,True,1104,37,37.0,1.0,1104,0,C_dyn_rooms,3
scalar_onlstm_blind,astar,,1300,True,89,37,37.0,1.0,89,0,C_dyn_rooms,3
scalar_onlstm_blind,focal,1.0,1300,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
scalar_onlstm_blind,focal,1.1,1300,True,986,37,37.0,1.0,986,0,C_dyn_rooms,3
scalar_onlstm_blind,astar,,1800,True,89,37,37.0,1.0,89,0,C_dyn_rooms,3
scalar_onlstm_blind,focal,1.0,1800,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
scalar_onlstm_blind,focal,1.1,1800,True,986,37,37.0,1.0,986,0,C_dyn_rooms,3
field_unet,astar,,1300,True,188,37,37.0,1.0,188,0,C_dyn_rooms,3
field_unet,focal,1.0,1300,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
field_unet,focal,1.1,1300,True,1172,37,37.0,1.0,1172,0,C_dyn_rooms,3
field_unet,astar,,1800,True,188,37,37.0,1.0,188,0,C_dyn_rooms,3
field_unet,focal,1.0,1800,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
field_unet,focal,1.1,1800,True,1172,37,37.0,1.0,1172,0,C_dyn_rooms,3
field_unet_blind,astar,,1300,True,95,37,37.0,1.0,95,0,C_dyn_rooms,3
field_unet_blind,focal,1.0,1300,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
field_unet_blind,focal,1.1,1300,True,1156,37,37.0,1.0,1156,0,C_dyn_rooms,3
field_unet_blind,astar,,1800,True,95,37,37.0,1.0,95,0,C_dyn_rooms,3
field_unet_blind,focal,1.0,1800,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
field_unet_blind,focal,1.1,1800,True,1156,37,37.0,1.0,1156,0,C_dyn_rooms,3
field_hrm,astar,,1300,True,154,37,37.0,1.0,154,0,C_dyn_rooms,3
field_hrm,focal,1.0,1300,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
field_hrm,focal,1.1,1300,True,1177,37,37.0,1.0,1177,0,C_dyn_rooms,3
field_hrm,astar,,1800,True,154,37,37.0,1.0,154,0,C_dyn_rooms,3
field_hrm,focal,1.0,1800,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
field_hrm,focal,1.1,1800,True,1177,37,37.0,1.0,1177,0,C_dyn_rooms,3
field_hrm_blind,astar,,1300,True,90,37,37.0,1.0,90,0,C_dyn_rooms,3
field_hrm_blind,focal,1.0,1300,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
field_hrm_blind,focal,1.1,1300,True,1102,37,37.0,1.0,1102,0,C_dyn_rooms,3
field_hrm_blind,astar,,1800,True,90,37,37.0,1.0,90,0,C_dyn_rooms,3
field_hrm_blind,focal,1.0,1800,True,1192,37,37.0,1.0,1192,0,C_dyn_rooms,3
field_hrm_blind,focal,1.1,1800,True,1102,37,37.0,1.0,1102,0,C_dyn_rooms,3
euclid,astar,,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
euclid,focal,1.0,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
euclid,focal,1.1,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
euclid,astar,,1800,True,1717,37,37.0,1.0,1717,0,C_dyn_rooms,4
euclid,focal,1.0,1800,True,1717,37,37.0,1.0,1717,0,C_dyn_rooms,4
euclid,focal,1.1,1800,True,1609,37,37.0,1.0,1609,0,C_dyn_rooms,4
oracle,astar,,1300,True,22,37,37.0,1.0,22,0,C_dyn_rooms,4
oracle,focal,1.0,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
oracle,focal,1.1,1300,False,1300,-1,37.0,nan,1300,0,C_dyn_rooms,4
oracle,astar,,1800,True,22,37,37.0,1.0,22,0,C_dyn_rooms,4
oracle,focal,1.0,1800,True,1717,37,37.0,1.0,1717,0,C_dyn_rooms,4
